 time             v(vi)            v(vo)           
 2.390000000e-08  6.212006521e-01  3.515049225e-01 
 2.590000000e-08  7.266883868e-01  8.980036434e-01 
 2.790000000e-08  3.572608056e-01  3.275845948e-01 
 2.990000000e-08  8.977870392e-01  7.767003196e-01 
 3.190000000e-08  3.219992250e-01  5.627576351e-01 
 3.390000000e-08  7.883507546e-01  4.906003290e-01 
 3.590000000e-08  5.486341202e-01  8.328578204e-01 
 3.790000000e-08  5.014715050e-01  3.060139930e-01 
 3.990000000e-08  8.236561416e-01  8.822492860e-01 
 4.190000000e-08  3.074155221e-01  3.988980749e-01 
 4.390000000e-08  8.879817533e-01  6.681495680e-01 
 4.590000000e-08  3.889949427e-01  6.835400737e-01 
 4.790000000e-08  6.810049116e-01  3.900110434e-01 
 4.990000000e-08  6.693543413e-01  8.877631466e-01 
 5.190000000e-08  3.977146758e-01  3.082526200e-01 
 5.390000000e-08  8.843762562e-01  8.212982546e-01 
 5.590000000e-08  3.049920294e-01  5.033548325e-01 
 5.790000000e-08  8.314974910e-01  5.485605664e-01 
 5.990000000e-08  4.901887881e-01  7.903224873e-01 
 6.190000000e-08  5.605277058e-01  3.231052499e-01 
 6.390000000e-08  7.788327679e-01  8.961263878e-01 
 6.590000000e-08  3.267449400e-01  3.582137363e-01 
 6.790000000e-08  8.990043446e-01  7.249591473e-01 
 6.990000000e-08  3.503879635e-01  6.236716771e-01 
 7.190000000e-08  7.374924152e-01  4.370211704e-01 
 1.900000000e-09  7.294413558e-01  8.985064130e-01 
 3.900000000e-09  3.954764732e-01  3.156473588e-01 
 5.900000000e-09  8.608432062e-01  8.418993407e-01 
 7.900000000e-09  3.067598253e-01  4.202244893e-01 
 9.900000000e-09  8.987418879e-01  6.997622770e-01 
 1.190000000e-08  3.231599502e-01  5.903015164e-01 
 1.390000000e-08  8.295485537e-01  5.221017429e-01 
 1.590000000e-08  4.388006746e-01  7.634852882e-01 
 1.790000000e-08  6.780686068e-01  3.716488771e-01 
 1.990000000e-08  6.122255879e-01  8.769657233e-01 
