 time            v(vop)         
 4.25000000e-07  2.21379859e-01 
 5.25000000e-07  3.76398138e-01 
 6.25000000e-07  2.00190297e-01 
 7.25000000e-07  3.90748614e-01 
 8.25000000e-07  1.93011232e-01 
 9.25000000e-07  3.90101671e-01 
 1.02500000e-06  2.00975486e-01 
 1.12500000e-06  3.74625877e-01 
 1.22500000e-06  2.22918623e-01 
 1.32500000e-06  3.46731819e-01 
 1.42500000e-06  2.55537949e-01 
 1.52500000e-06  3.10672971e-01 
 1.62500000e-06  2.93866156e-01 
 1.72500000e-06  2.71909230e-01 
 1.82500000e-06  3.32040606e-01 
 1.92500000e-06  2.36289469e-01 
 2.02500000e-06  3.64188590e-01 
 2.12500000e-06  2.09190177e-01 
 2.22500000e-06  3.85366410e-01 
 2.32500000e-06  1.94725637e-01 
 2.42500000e-06  3.92344401e-01 
 2.52500000e-06  1.95119590e-01 
 2.62500000e-06  3.84115964e-01 
 2.72500000e-06  2.10360510e-01 
 2.82500000e-06  3.62002277e-01 
 2.92500000e-06  2.38172565e-01 
 3.02500000e-06  3.29401362e-01 
 3.12500000e-06  2.74344033e-01 
 3.22500000e-06  2.91260113e-01 
 3.32500000e-06  3.13347315e-01 
 3.42500000e-06  2.53349256e-01 
 3.50000000e-06  3.52787408e-01 
